Στ. Ατμοσφαιρικής Ρύπανσης   οδού Εγνατίας (Κέντρο Πόλης),A.A.,Ημερο- μηνία,Ημέρα,SO2 μg/m3,PM10 μg/m3,PM2.5 μg/m3,CO mg/m3,NO μg/m3,NO2 μg/m3,O3 μg/m3,_sheet,Στ. Ατμοσφαιρικής Ρύπανσης   οδού 25ης Μαρτίου (Αν. Θεσ/νίκη),Στ. Ατμοσφαιρικής Ρύπανσης   οδού Λαγκαδά (Δυτ. Θεσ/νίκη),Στ. Ατμοσφαιρικής Ρύπανσης   Επταπυργίου (Άνω Πόλη),Στ. Ατμοσφαιρικής Ρύπανσης   Μαλακοπής (Αν. Θεσ/νίκη περιοχή Τούμπας),Στ. Ατμοσφαιρικής Ρύπανσης   Νέου Δημαρχείου (Γεωγραφικό κέντρο πόλης)
,9027.0,2013-09-18,2013-09-18,2.0,27.0,15.0,0.5,97.0,63.0,42.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9028.0,2013-09-19,2013-09-19,3.0,30.0,17.0,0.4,76.0,67.0,45.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9029.0,2013-09-20,2013-09-20,1.0,24.0,15.0,0.9,121.0,63.0,23.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9030.0,2013-09-21,2013-09-21,5.0,19.0,16.0,0.5,156.0,75.0,25.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9031.0,2013-09-22,2013-09-22,3.0,23.0,16.0,0.1,91.0,60.0,24.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9032.0,2013-09-23,2013-09-23,3.0,32.0,20.0,0.6,123.0,65.0,29.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9033.0,2013-09-24,2013-09-24,2.0,31.0,17.0,0.5,112.0,63.0,23.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9034.0,2013-09-25,2013-09-25,8.0,37.0,19.0,0.4,76.0,74.0,45.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9035.0,2013-09-26,2013-09-26,4.0,50.0,28.0,1.4,91.0,76.0,44.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9036.0,2013-09-27,2013-09-27,6.0,48.0,25.0,0.5,119.0,86.0,44.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9037.0,2013-09-28,2013-09-28,2.0,45.0,24.0,0.9,54.0,67.0,39.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9038.0,2013-09-29,2013-09-29,4.0,42.0,22.0,1.2,42.0,57.0,45.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9039.0,2013-09-30,2013-09-30,1.0,39.0,23.0,1.4,71.0,67.0,45.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9040.0,2013-10-01,2013-10-01,2.0,29.0,16.0,1.1,103.0,51.0,23.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9041.0,2013-10-02,2013-10-02,1.0,20.0,12.0,0.9,129.0,46.0,25.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9042.0,2013-10-03,2013-10-03,1.0,23.0,15.0,0.9,128.0,51.0,14.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9043.0,2013-10-04,2013-10-04,4.0,27.0,18.0,1.0,113.0,58.0,16.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9044.0,2013-10-05,2013-10-05,2.0,27.0,18.0,0.2,75.0,58.0,24.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9045.0,2013-10-06,2013-10-06,2.0,26.0,18.0,0.2,51.0,52.0,20.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9046.0,2013-10-07,2013-10-07,2.0,35.0,23.0,1.1,83.0,69.0,27.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9047.0,2013-10-08,2013-10-08,1.0,32.0,20.0,0.7,54.0,63.0,24.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9048.0,2013-10-09,2013-10-09,3.0,40.0,27.0,0.5,64.0,66.0,31.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9049.0,2013-10-10,2013-10-10,2.0,32.0,18.0,0.8,56.0,62.0,26.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9050.0,2013-10-11,2013-10-11,2.0,43.0,28.0,0.9,97.0,64.0,36.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9051.0,2013-10-12,2013-10-12,1.0,43.0,29.0,0.6,86.0,58.0,28.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9052.0,2013-10-13,2013-10-13,1.0,39.0,24.0,0.2,61.0,44.0,21.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9053.0,2013-10-14,2013-10-14,1.0,38.0,24.0,0.9,30.0,50.0,19.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9054.0,2013-10-15,2013-10-15,1.0,43.0,27.0,1.1,59.0,62.0,28.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9055.0,2013-10-16,2013-10-16,1.0,41.0,24.0,1.0,81.0,66.0,31.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9056.0,2013-10-17,2013-10-17,1.0,25.0,14.0,1.1,113.0,44.0,16.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9057.0,2013-10-18,2013-10-18,2.0,25.0,14.0,1.2,135.0,59.0,17.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9058.0,2013-10-19,2013-10-19,5.0,30.0,19.0,1.1,142.0,73.0,25.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9059.0,2013-10-20,2013-10-20,3.0,34.0,21.0,0.3,107.0,68.0,34.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9060.0,2013-10-21,2013-10-21,4.0,34.0,23.0,0.9,91.0,69.0,35.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9061.0,2013-10-22,2013-10-22,3.0,63.0,42.0,0.4,166.0,89.0,46.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9062.0,2013-10-23,2013-10-23,3.0,65.0,47.0,0.6,153.0,93.0,49.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9063.0,2013-10-24,2013-10-24,3.0,51.0,38.0,0.3,88.0,80.0,42.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9064.0,2013-10-25,2013-10-25,3.0,53.0,40.0,0.4,87.0,75.0,37.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9065.0,2013-10-26,2013-10-26,3.0,58.0,48.0,0.3,79.0,66.0,33.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9066.0,2013-10-27,2013-10-27,2.0,57.0,49.0,0.3,72.0,68.0,33.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9067.0,2013-10-28,2013-10-28,4.0,77.0,69.0,0.5,99.0,74.0,40.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9068.0,2013-10-29,2013-10-29,3.0,79.0,70.0,0.5,120.0,86.0,46.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9069.0,2013-10-30,2013-10-30,4.0,104.0,91.0,1.0,152.0,94.0,53.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9070.0,2013-10-31,2013-10-31,7.0,86.0,73.0,0.5,156.0,91.0,54.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9071.0,2013-11-01,2013-11-01,5.0,58.0,44.0,0.3,88.0,78.0,36.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9072.0,2013-11-02,2013-11-02,6.0,56.0,45.0,0.8,88.0,69.0,33.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9073.0,2013-11-03,2013-11-03,6.0,61.0,45.0,0.8,84.0,70.0,31.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9074.0,2013-11-04,2013-11-04,4.0,73.0,50.0,1.2,107.0,76.0,40.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9075.0,2013-11-05,2013-11-05,6.0,38.0,19.0,0.6,77.0,65.0,28.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9076.0,2013-11-06,2013-11-06,5.0,33.0,14.0,0.7,35.0,39.0,16.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9077.0,2013-11-07,2013-11-07,3.0,40.0,22.0,1.2,150.0,70.0,27.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9078.0,2013-11-08,2013-11-08,3.0,45.0,30.0,0.8,148.0,78.0,34.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9079.0,2013-11-09,2013-11-09,3.0,47.0,35.0,0.5,70.0,64.0,27.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9080.0,2013-11-10,2013-11-10,4.0,46.0,30.0,0.6,69.0,60.0,22.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9081.0,2013-11-11,2013-11-11,4.0,50.0,31.0,1.0,107.0,88.0,29.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9082.0,2013-11-12,2013-11-12,3.0,41.0,20.0,0.6,78.0,63.0,15.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9083.0,2013-11-13,2013-11-13,3.0,35.0,24.0,0.6,82.0,60.0,16.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9084.0,2013-11-14,2013-11-14,6.0,26.0,18.0,0.6,95.0,63.0,11.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9085.0,2013-11-15,2013-11-15,3.0,38.0,22.0,1.2,156.0,74.0,20.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9086.0,2013-11-16,2013-11-16,3.0,27.0,21.0,0.4,93.0,68.0,20.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9087.0,2013-11-17,2013-11-17,5.0,37.0,30.0,0.6,69.0,61.0,26.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9088.0,2013-11-18,2013-11-18,4.0,44.0,35.0,0.8,101.0,78.0,31.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9089.0,2013-11-19,2013-11-19,11.0,52.0,43.0,0.8,118.0,83.0,33.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9090.0,2013-11-20,2013-11-20,8.0,66.0,48.0,1.2,129.0,77.0,30.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9091.0,2013-11-21,2013-11-21,5.0,81.0,62.0,1.0,152.0,78.0,33.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9092.0,2013-11-22,2013-11-22,5.0,49.0,36.0,1.4,134.0,79.0,33.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9093.0,2013-11-23,2013-11-23,7.0,40.0,28.0,0.4,99.0,74.0,24.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9094.0,2013-11-24,2013-11-24,4.0,38.0,26.0,0.9,124.0,76.0,29.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9095.0,2013-11-25,2013-11-25,4.0,85.0,45.0,1.4,198.0,88.0,37.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9096.0,2013-11-26,2013-11-26,10.0,38.0,26.0,1.2,182.0,66.0,20.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9097.0,2013-11-27,2013-11-27,6.0,51.0,30.0,1.0,195.0,71.0,24.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9098.0,2013-11-28,2013-11-28,13.0,41.0,33.0,1.1,192.0,78.0,24.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9099.0,2013-11-29,2013-11-29,8.0,53.0,40.0,1.1,207.0,84.0,28.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9100.0,2013-11-30,2013-11-30,8.0,68.0,54.0,1.0,142.0,81.0,36.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9101.0,2013-12-01,2013-12-01,1.0,54.0,40.0,0.9,100.0,67.0,15.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9102.0,2013-12-02,2013-12-02,2.0,66.0,39.0,1.4,175.0,66.0,15.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9103.0,2013-12-03,2013-12-03,2.0,62.0,45.0,1.1,140.0,64.0,19.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9104.0,2013-12-04,2013-12-04,4.0,69.0,52.0,1.3,169.0,77.0,17.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9105.0,2013-12-05,2013-12-05,8.0,86.0,63.0,1.6,225.0,90.0,18.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9106.0,2013-12-06,2013-12-06,4.0,79.0,57.0,1.8,114.0,84.0,17.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9107.0,2013-12-07,2013-12-07,3.0,33.0,20.0,0.4,119.0,63.0,25.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9108.0,2013-12-08,2013-12-08,5.0,39.0,29.0,1.2,185.0,83.0,18.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9109.0,2013-12-09,2013-12-09,9.0,72.0,56.0,1.6,190.0,88.0,17.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9110.0,2013-12-10,2013-12-10,4.0,58.0,40.0,0.8,164.0,71.0,18.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9111.0,2013-12-11,2013-12-11,8.0,37.0,31.0,1.3,174.0,75.0,19.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9112.0,2013-12-12,2013-12-12,6.0,43.0,32.0,1.3,161.0,84.0,17.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9113.0,2013-12-13,2013-12-13,11.0,66.0,50.0,1.6,190.0,89.0,20.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9114.0,2013-12-14,2013-12-14,8.0,94.0,59.0,1.4,201.0,92.0,14.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9115.0,2013-12-15,2013-12-15,7.0,100.0,70.0,0.8,145.0,83.0,15.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9116.0,2013-12-16,2013-12-16,6.0,43.0,35.0,1.3,160.0,72.0,19.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9117.0,2013-12-17,2013-12-17,8.0,48.0,37.0,1.4,176.0,81.0,17.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9118.0,2013-12-18,2013-12-18,8.0,79.0,64.0,2.5,267.0,120.0,13.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9119.0,2013-12-19,2013-12-19,9.0,108.0,84.0,2.3,294.0,119.0,13.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9120.0,2013-12-20,2013-12-20,7.0,124.0,80.0,1.2,256.0,118.0,10.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9121.0,2013-12-21,2013-12-21,10.0,102.0,80.0,1.9,278.0,119.0,11.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9122.0,2013-12-22,2013-12-22,10.0,94.0,85.0,2.6,280.0,129.0,13.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9123.0,2013-12-23,2013-12-23,7.0,128.0,97.0,1.6,272.0,133.0,11.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9124.0,2013-12-24,2013-12-24,6.0,131.0,105.0,1.7,270.0,121.0,10.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9125.0,2013-12-25,2013-12-25,4.0,98.0,89.0,1.2,130.0,64.0,9.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9126.0,2013-12-26,2013-12-26,2.0,106.0,98.0,1.9,201.0,94.0,10.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9127.0,2013-12-27,2013-12-27,2.0,29.0,18.0,0.3,76.0,71.0,22.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9128.0,2013-12-28,2013-12-28,2.0,45.0,32.0,1.0,110.0,72.0,22.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9129.0,2013-12-29,2013-12-29,1.0,73.0,59.0,1.0,131.0,79.0,12.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9130.0,2013-12-30,2013-12-30,2.0,81.0,69.0,0.6,145.0,81.0,12.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,9131.0,2013-12-31,2013-12-31,2.0,58.0,47.0,0.5,99.0,57.0,15.0,Στ. ΕΓΝΑΤΙΑΣ,,,,,
ΕΤΟΣ 2014,,,,,,,,,,,Στ. ΕΓΝΑΤΙΑΣ,,,,,
,7671.0,2010-01-01,2010-01-01,3.0,36.0,,0.6,19,36.0,27.0,Στ. 25ης ΜΑΡΤΙΟΥ,ΕΤΟΣ 2010,,,,
,7672.0,2010-01-02,2010-01-02,7.0,16.0,,0.8,24,43.0,35.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7673.0,2010-01-03,2010-01-03,3.0,19.0,,0.4,14,30.0,31.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7674.0,2010-01-04,2010-01-04,3.0,18.0,,0.7,23,34.0,34.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7675.0,2010-01-05,2010-01-05,2.0,15.0,,0.9,21,44.0,14.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7676.0,2010-01-06,2010-01-06,9.0,61.0,,0.9,49,41.0,9.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7677.0,2010-01-07,2010-01-07,15.0,103.0,,2.3,129,68.0,7.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7678.0,2010-01-08,2010-01-08,14.0,86.0,,2.0,148,62.0,4.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7679.0,2010-01-09,2010-01-09,8.0,67.0,,1.7,99,47.0,27.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7680.0,2010-01-10,2010-01-10,1.0,32.0,,0.5,14,36.0,38.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7681.0,2010-01-11,2010-01-11,8.0,29.0,,1.2,51,60.0,19.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7682.0,2010-01-12,2010-01-12,4.0,27.0,,1.0,39,53.0,15.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7683.0,2010-01-13,2010-01-13,8.0,38.0,,0.7,30,41.0,23.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7684.0,2010-01-14,2010-01-14,8.0,20.0,,0.6,24,37.0,21.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7685.0,2010-01-15,2010-01-15,6.0,24.0,,1.2,26,38.0,19.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7686.0,2010-01-16,2010-01-16,9.0,23.0,,0.9,16,34.0,31.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7687.0,2010-01-17,2010-01-17,6.0,26.0,,0.9,13,31.0,24.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7688.0,2010-01-18,2010-01-18,4.0,36.0,,1.0,18,32.0,17.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7689.0,2010-01-19,2010-01-19,6.0,20.0,,0.9,23,27.0,25.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7690.0,2010-01-20,2010-01-20,5.0,23.0,,0.8,25,37.0,20.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7691.0,2010-01-21,2010-01-21,3.0,32.0,,0.9,34,49.0,27.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7692.0,2010-01-22,2010-01-22,6.0,28.0,,0.6,18,36.0,34.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7693.0,2010-01-23,2010-01-23,10.0,35.0,,0.8,11,35.0,37.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7694.0,2010-01-24,2010-01-24,14.0,33.0,,0.6,10,34.0,40.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7695.0,2010-01-25,2010-01-25,11.0,30.0,,0.6,25,52.0,38.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7696.0,2010-01-26,2010-01-26,6.0,24.0,,1.0,22,55.0,34.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7697.0,2010-01-27,2010-01-27,4.0,26.0,,1.1,33,61.0,24.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7698.0,2010-01-28,2010-01-28,6.0,36.0,,1.0,50,72.0,9.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7699.0,2010-01-29,2010-01-29,7.0,35.0,,1.0,38,64.0,13.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7700.0,2010-01-30,2010-01-30,8.0,77.0,,1.1,47,63.0,10.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7701.0,2010-01-31,2010-01-31,6.0,42.0,,1.1,36,53.0,17.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7702.0,2010-02-01,2010-02-01,4.0,32.0,,0.6,24,49.0,34.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7703.0,2010-02-02,2010-02-02,5.0,26.0,,0.3,16,30.0,48.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7704.0,2010-02-03,2010-02-03,11.0,25.0,,0.9,37,50.0,40.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7705.0,2010-02-04,2010-02-04,9.0,30.0,,0.9,27,63.0,29.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7706.0,2010-02-05,2010-02-05,10.0,48.0,,0.9,58,74.0,10.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7707.0,2010-02-06,2010-02-06,2.0,22.0,,1.0,16,42.0,39.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7708.0,2010-02-07,2010-02-07,2.0,21.0,,0.8,13,45.0,25.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7709.0,2010-02-08,2010-02-08,2.0,35.0,,1.1,31,37.0,42.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7710.0,2010-02-09,2010-02-09,7.0,39.0,,1.3,37,55.0,35.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7711.0,2010-02-10,2010-02-10,2.0,22.0,,1.3,33,56.0,11.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7712.0,2010-02-11,2010-02-11,5.0,47.0,,1.3,50,59.0,11.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7713.0,2010-02-12,2010-02-12,7.0,70.0,,1.3,72,65.0,18.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7714.0,2010-02-13,2010-02-13,3.0,36.0,,0.7,27,52.0,40.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7715.0,2010-02-14,2010-02-14,3.0,22.0,,1.1,24,60.0,20.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7716.0,2010-02-15,2010-02-15,10.0,19.0,,0.4,15,36.0,49.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7717.0,2010-02-16,2010-02-16,10.0,45.0,,0.9,37,66.0,22.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7718.0,2010-02-17,2010-02-17,3.0,47.0,,1.0,38,57.0,14.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7719.0,2010-02-18,2010-02-18,6.0,71.0,,1.9,63,60.0,12.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7720.0,2010-02-19,2010-02-19,10.0,60.0,,1.4,84,75.0,16.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7721.0,2010-02-20,2010-02-20,3.0,226.0,,1.3,50,56.0,19.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7722.0,2010-02-21,2010-02-21,2.0,50.0,,1.6,7,21.0,61.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7723.0,2010-02-22,2010-02-22,5.0,26.0,,0.8,27,47.0,39.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7724.0,2010-02-23,2010-02-23,5.0,34.0,,0.8,28,48.0,20.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7725.0,2010-02-24,2010-02-24,5.0,50.0,,1.1,38,53.0,7.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7726.0,2010-02-25,2010-02-25,3.0,54.0,,1.6,38,40.0,25.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7727.0,2010-02-26,2010-02-26,6.0,33.0,,0.3,30,47.0,33.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7728.0,2010-02-27,2010-02-27,2.0,19.0,,0.8,15,28.0,38.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7729.0,2010-02-28,2010-02-28,4.0,20.0,,0.8,13,32.0,45.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7730.0,2010-03-01,2010-03-01,8.0,52.0,,1.0,53,72.0,12.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7731.0,2010-03-02,2010-03-02,5.0,49.0,,0.6,39,49.0,29.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7732.0,2010-03-03,2010-03-03,6.0,32.0,,0.8,19,42.0,41.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7733.0,2010-03-04,2010-03-04,1.0,33.0,,0.8,26,56.0,29.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7734.0,2010-03-05,2010-03-05,2.0,44.0,,0.9,24,42.0,27.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7735.0,2010-03-06,2010-03-06,2.0,16.0,,0.4,11,21.0,54.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7736.0,2010-03-07,2010-03-07,4.0,16.0,,0.9,13,38.0,41.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7737.0,2010-03-08,2010-03-08,1.0,19.0,,0.4,15,43.0,39.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7738.0,2010-03-09,2010-03-09,3.0,25.0,,0.9,25,42.0,34.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7739.0,2010-03-10,2010-03-10,4.0,28.0,,1.3,20,43.0,39.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7740.0,2010-03-11,2010-03-11,3.0,32.0,,0.5,19,44.0,37.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7741.0,2010-03-12,2010-03-12,5.0,42.0,,0.8,32,53.0,35.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7742.0,2010-03-13,2010-03-13,6.0,34.0,,0.7,17,47.0,51.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7743.0,2010-03-14,2010-03-14,3.0,17.0,,0.6,7,16.0,65.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7744.0,2010-03-15,2010-03-15,6.0,27.0,,0.6,17,31.0,53.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
,7745.0,2010-03-16,2010-03-16,5.0,25.0,,0.8,17,41.0,53.0,Στ. 25ης ΜΑΡΤΙΟΥ,,,,,
